Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
111,"G.H. Burgess","Is the collapse of shark populations in the northwest Atlantic Ocean and Gulf of Mexico real?",2005,"Fisheries","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=27744549080&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=27744549080&origin=inward",168,"2020-10-09 21:34:25","Review","10.1577/1548-8446(2005)30[19:ITCOSP]2.0.CO;2","0363-2415","https://api.elsevier.com/content/abstract/scopus_id/27744549080",30,10,19,26,111,7.40,111,1,15,""
110,"G. Cliff","Sharks caught in the protective gill nets off Natal, South Africa. 4. the bull shark Carcharhinus leucas valenciennes",1991,"South African Journal of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84885761351&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84885761351&origin=inward",169,"2020-10-09 21:34:25","Article","10.2989/02577619109504636","0257-7615","https://api.elsevier.com/content/abstract/scopus_id/84885761351",10,1,253,270,110,3.79,110,1,29,""
110,"E. Cortés","Ecological risk assessment of pelagic sharks caught in Atlantic pelagic longline fisheries",2010,"Aquatic Living Resources","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77949766391&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77949766391&origin=inward",170,"2020-10-09 21:34:25","Article","10.1051/alr/2009044","0990-7440","https://api.elsevier.com/content/abstract/scopus_id/77949766391",23,1,25,34,110,11.00,110,1,10,""
110,"S. Wilson","Movements of whale sharks (Rhincodon typus) tagged at Ningaloo Reef, Western Australia",2006,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33344458725&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33344458725&origin=inward",171,"2020-10-09 21:34:25","Article","10.1007/s00227-005-0153-8","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/33344458725",148,5,1157,1166,110,7.86,110,1,14,""
110,"R. Martin","Predatory behaviour of white sharks (Carcharodon carcharias) at Seal Island, South Africa",2005,"Journal of the Marine Biological Association of the United Kingdom","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=26444549878&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=26444549878&origin=inward",172,"2020-10-09 21:34:25","Article","10.1017/S002531540501218X","0025-3154","https://api.elsevier.com/content/abstract/scopus_id/26444549878",85,5,1121,1135,110,7.33,110,1,15,""
110,"S. Ebbesson","Connections of the nurse shark's telencephalon",1971,"Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0015229166&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0015229166&origin=inward",173,"2020-10-09 21:34:25","Article","10.1126/science.173.3993.254","0036-8075","https://api.elsevier.com/content/abstract/scopus_id/0015229166",173,3993,254,256,110,2.24,110,1,49,""
110,"T. Frazzetta","The mechanics of cutting and the form of shark teeth (Chondrichthyes, Elasmobranchii)",1988,"Zoomorphology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0001915291&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0001915291&origin=inward",174,"2020-10-09 21:34:25","Article","10.1007/BF00539785","0720-213X","https://api.elsevier.com/content/abstract/scopus_id/0001915291",108,2,93,107,110,3.44,110,1,32,""
109,"M. Reitzig","On sharks, trolls, and their patent prey-Unrealistic damage awards and firms' strategies of ""being infringed""",2007,"Research Policy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846343211&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846343211&origin=inward",175,"2020-10-09 21:34:25","Article","10.1016/j.respol.2006.10.003","0048-7333","https://api.elsevier.com/content/abstract/scopus_id/33846343211",36,1,134,154,109,8.38,109,1,13,""
108,"C. Givens","Comparison of the gut microbiomes of 12 bony fish and 3 shark species",2015,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920686651&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920686651&origin=inward",176,"2020-10-09 21:34:25","Article","10.3354/meps11034","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/84920686651",518,,209,223,108,21.60,108,1,5,""
108,"M. Allen","Bacterial, archaeal and eukaryotic diversity of smooth and pustular microbial mat communities in the hypersaline lagoon of Shark Bay",2009,"Geobiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=60149086349&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=60149086349&origin=inward",177,"2020-10-09 21:34:25","Article","10.1111/j.1472-4669.2008.00187.x","1472-4677","https://api.elsevier.com/content/abstract/scopus_id/60149086349",7,1,82,96,108,9.82,108,1,11,""
108,"J. Donley","Convergent evolution in mechanical design of lamnid sharks and tunas",2004,"Nature","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=2342653009&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=2342653009&origin=inward",178,"2020-10-09 21:34:25","Article","10.1038/nature02435","0028-0836","https://api.elsevier.com/content/abstract/scopus_id/2342653009",429,6987,61,65,108,6.75,108,1,16,""
108,"A. Punt","Standardization of catch and effort data in a spatially-structured shark fishery",2000,"Fisheries Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034096709&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034096709&origin=inward",179,"2020-10-09 21:34:25","Article","10.1016/S0165-7836(99)00106-X","0165-7836","https://api.elsevier.com/content/abstract/scopus_id/0034096709",45,2,129,145,108,5.40,108,1,20,""
108,"R. Gilmore","Reproductive biology of lamnoid sharks",1993,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027833929&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027833929&origin=inward",180,"2020-10-09 21:34:25","Article","10.1007/BF00842907","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0027833929",38,1,95,114,108,4.00,108,1,27,""
108,"M. Carrassón","Diets and bathymetric distributions of two bathyal sharks of the Catalan deep sea (western Mediterranean)",1992,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0001853522&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0001853522&origin=inward",181,"2020-10-09 21:34:25","Article","10.3354/meps082021","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/0001853522",82,,21,30,108,3.86,108,1,28,""
107,"B. Bruce","Movements and swimming behaviour of white sharks (Carcharodon carcharias) in Australian waters",2006,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548121274&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548121274&origin=inward",182,"2020-10-09 21:34:25","Article","10.1007/s00227-006-0325-1","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/34548121274",150,2,161,172,107,7.64,107,1,14,""
107,"M. Domeier","Annual re-sightings of photographically identified white sharks (Carcharodon carcharias) at an eastern Pacific aggregation site (Guadalupe Island, Mexico)",2007,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846541957&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846541957&origin=inward",183,"2020-10-09 21:34:25","Article","10.1007/s00227-006-0380-7","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/33846541957",150,5,977,984,107,8.23,107,1,13,""
107,"S. Wilson","The seasonal aggregation of whale sharks at Ningaloo Reef, Western Australia: Currents, migrations and the El Niño/ Southern Oscillation",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035055174&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035055174&origin=inward",184,"2020-10-09 21:34:25","Article","10.1023/A:1011069914753","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035055174",61,1,1,11,107,5.63,107,1,19,""
107,"E. Cortés","Diet, feeding habits, and diel feeding chronology of the bonnethead shark, Sphyrna Tiburo, in southwest Florida",1996,"Bulletin of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029729066&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0029729066&origin=inward",185,"2020-10-09 21:34:25","Article","","0007-4977","https://api.elsevier.com/content/abstract/scopus_id/0029729066",58,2,353,367,107,4.46,107,1,24,""
106,"J. Stevens","Biological observations on sharks caught by sport fishermen off new south wales",1984,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84971023753&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84971023753&origin=inward",186,"2020-10-09 21:34:25","Article","10.1071/MF9840573","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/84971023753",35,5,573,590,106,2.94,106,1,36,""
106,"G. Roff","The Ecological Role of Sharks on Coral Reefs",2016,"Trends in Ecology and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960377135&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960377135&origin=inward",187,"2020-10-09 21:34:25","Review","10.1016/j.tree.2016.02.014","0169-5347","https://api.elsevier.com/content/abstract/scopus_id/84960377135",31,5,395,407,106,26.50,106,1,4,""
106,"L. Davidson","Why have global shark and ray landings declined: Improved management or overfishing?",2016,"Fish and Fisheries","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929430159&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929430159&origin=inward",188,"2020-10-09 21:34:25","Article","10.1111/faf.12119","1467-2960","https://api.elsevier.com/content/abstract/scopus_id/84929430159",17,2,438,458,106,26.50,106,1,4,""
106,"C. Meyer","A multiple instrument approach to quantifying the movement patterns and habitat use of tiger (Galeocerdo cuvier) and Galapagos sharks (Carcharhinus galapagensis) at French Frigate Shoals, Hawaii",2010,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955700620&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955700620&origin=inward",189,"2020-10-09 21:34:25","Article","10.1007/s00227-010-1457-x","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/77955700620",157,8,1857,1868,106,10.60,106,1,10,""
106,"K. Yopak","A conserved pattern of brain scaling from sharks to primates",2010,"Proceedings of the National Academy of Sciences of the United States of America","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955594317&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955594317&origin=inward",190,"2020-10-09 21:34:25","Article","10.1073/pnas.1002195107","0027-8424","https://api.elsevier.com/content/abstract/scopus_id/77955594317",107,29,12946,12951,106,10.60,106,1,10,""
106,"Y. Papastamatiou","Long-term movement patterns and trophic ecology of blacktip reef sharks (Carcharhinus melanopterus) at Palmyra Atoll",2010,"Journal of Experimental Marine Biology and Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77950023097&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77950023097&origin=inward",191,"2020-10-09 21:34:25","Article","10.1016/j.jembe.2010.02.009","0022-0981","https://api.elsevier.com/content/abstract/scopus_id/77950023097",386,1,94,102,106,10.60,106,1,10,""
106,"R. Reid","Shark Bay stromatolites: Microfabrics and reinterpretation of origins",2003,"Facies","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=14344249368&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=14344249368&origin=inward",192,"2020-10-09 21:34:25","Article","","0172-9179","https://api.elsevier.com/content/abstract/scopus_id/14344249368",,49,299,324,106,6.24,106,1,17,""
106,"A. Klimley","Diel movement patterns of the scalloped hammerhead shark (Sphyrna lewini) in relation to El Bajo Espiritu Santo: a refuging central-position social system",1984,"Behavioral Ecology and Sociobiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0002511798&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0002511798&origin=inward",193,"2020-10-09 21:34:25","Article","10.1007/BF00310214","0340-5443","https://api.elsevier.com/content/abstract/scopus_id/0002511798",15,1,45,54,106,2.94,106,1,36,""
105,"M. Bond","Reef sharks exhibit site-fidelity and higher relative abundance in marine reserves on the Mesoamerican Barrier reef",2012,"PLoS ONE","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857837597&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857837597&origin=inward",194,"2020-10-09 21:34:25","Article","10.1371/journal.pone.0032983","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/84857837597",7,3,,,105,13.13,105,1,8,""
105,"X. Vélez-Zuazo","Shark tales: A molecular species-level phylogeny of sharks (Selachimorpha, Chondrichthyes)",2011,"Molecular Phylogenetics and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951581466&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951581466&origin=inward",195,"2020-10-09 21:34:25","Article","10.1016/j.ympev.2010.11.018","1055-7903","https://api.elsevier.com/content/abstract/scopus_id/79951581466",58,2,207,217,105,11.67,105,1,9,""
105,"P. Motta","Feeding anatomy, filter-feeding rate, and diet of whale sharks Rhincodon typus during surface ram filter feeding off the Yucatan Peninsula, Mexico",2010,"Zoology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957019061&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957019061&origin=inward",196,"2020-10-09 21:34:25","Article","10.1016/j.zool.2009.12.001","0944-2006","https://api.elsevier.com/content/abstract/scopus_id/77957019061",113,4,199,212,105,10.50,105,1,10,""
105,"R.C. Garla","Movement patterns of young Caribbean reef sharks, Carcharhinus perezi, at Fernando de Noronha Archipelago, Brazil: The potential of marine protected areas for conservation of a nursery ground",2006,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33646480335&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33646480335&origin=inward",197,"2020-10-09 21:34:25","Article","10.1007/s00227-005-0201-4","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/33646480335",149,2,189,199,105,7.50,105,1,14,""
104,"M. Heupel","Sizing up the ecological role of sharks as predators",2014,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892421404&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84892421404&origin=inward",198,"2020-10-09 21:34:25","Review","10.3354/meps10597","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/84892421404",495,,291,298,104,17.33,104,1,6,""
104,"E.H.K. Wong","Identifying sharks with DNA barcodes: Assessing the utility of a nucleotide diagnostic approach",2009,"Molecular Ecology Resources","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=65349170124&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=65349170124&origin=inward",199,"2020-10-09 21:34:25","Article","10.1111/j.1755-0998.2009.02653.x","1755-098X","https://api.elsevier.com/content/abstract/scopus_id/65349170124",9,,243,256,104,9.45,104,1,11,""
103,"S. Dudley","Population status of 14 shark species caught in the protective gillnets off KwaZulu-Natal beaches, South Africa, 1978-2003",2006,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33644841773&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33644841773&origin=inward",200,"2020-10-09 21:34:25","Article","10.1071/MF05156","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/33644841773",57,2,225,240,103,7.36,103,1,14,""
